real_x,real_y,real_yaw,cluster_x,cluster_y,cluster_yaw,densest_x,densest_y,densest_yaw,std_x,std_y,std_yaw
-1300.2697266553416,3076.5826049650796,4.757241216753299,-1339.1734550671829,3056.321210280789,4.621619573652868,-1352.254407184015,3054.472318584244,4.614696651886241,1072.838247561139,659.5713270316328,2.442732334294764
-1234.1840536852344,3074.1875163891764,4.858525541473513,-1293.4182435963912,3053.938445377482,4.626748694411474,-1293.6799067196391,3050.983631914445,4.6256777041156765,1058.1656635762242,694.6786253449242,2.294317344408198
-1179.9908094630414,3071.0317201727844,4.678197452806397,-1254.4894723042237,3051.6732959833826,4.631996880233085,-1234.5803909373326,3044.967403759396,4.62297568742745,1065.5236455288643,723.6203169471959,2.111216555388827
-1118.3340993648508,3067.12151002902,4.752145502914243,-1154.0965375874623,3043.7569478519003,4.627604144213725,-1175.0262747592888,3038.919203565026,4.620795399795527,1062.567724694511,748.1817279077363,1.9765631810415427
-1057.2726523252206,3064.0665362561163,4.727281278000999,-1113.7071651053743,3043.6367155806324,4.631636334081308,-1115.2685294427451,3034.4906449321024,4.624270703086622,1059.5561572290192,803.0170367914221,1.8810204820780636
-992.8405377546815,3060.521654184581,4.844650962904683,-1067.1047028013986,3041.4659215113447,4.6355615768263,-1055.5083032700431,3027.740219910873,4.620341987159527,1069.3009291204364,850.7950800454538,1.836571424442761
-933.9329346844588,3055.0868536585567,4.863094650896656,-961.5408564149216,3034.372803414281,4.634799265490487,-996.2541358801593,3021.182258347513,4.618358855641247,1075.4979843670874,902.5321312445859,1.7708224208561119
-877.0227232383274,3053.2765267098584,4.740459893192384,-927.99021375523,3034.9609917802863,4.638325563718754,-936.6787364237421,3018.2441261619633,4.622954055482921,1086.7799671179946,975.9976626658182,1.7273766181889614
-815.5872875885036,3051.1224206793354,4.730803843699827,-882.2812214009693,3034.3422127768613,4.644409793770362,-877.3632506448944,3014.5382356541704,4.625357972859105,1090.011614151728,1016.3786408108607,1.628465642588988
-754.4009028141442,3048.3356608980075,4.7224450087131284,-846.3156789015628,3035.1300677901404,4.647792365384105,-818.8658030656607,3009.417525338622,4.62579603945944,1102.935797659153,1001.9956159791566,1.484953980434704
-692.3985532908679,3044.3186726113,4.7223663934984375,-743.6643408282852,3031.6282239842108,4.651701873007271,-759.4005409336373,3005.863856306909,4.628041061905492,1127.5327743065386,1003.6529396020728,1.3500549056270421
-630.9259715475913,3040.4845909049063,4.739555273469117,-700.7642382352543,3030.2679402599792,4.65190502133225,-700.5266957079557,3004.5083463441215,4.632705941676466,1141.0461746589801,964.0334801221564,1.1985266382128328
-568.9908837495746,3036.594449790403,4.735797221142163,-655.4121803480677,3028.812557730023,4.653741539877411,-642.147090425392,2999.615053922692,4.633078856424988,1142.0320590896492,941.3995452878579,1.0769645599202937
-506.2689772694806,3031.911322464305,4.750425304482951,-549.9322389967573,2963.2457707899216,4.611116989535293,-583.9483360744662,2994.0189667194136,4.63305364035718,1136.2747541707556,931.6691384554967,1.017945374150176
-444.16625186316594,3026.9996787927525,4.819727796031129,-515.1283647450317,2963.4307551774755,4.613308946450168,-525.4162454981233,2989.63626708412,4.632704540285472,1140.76037449359,953.8367219017395,0.964471071534462
-383.62640556653565,3022.859619498018,4.838152110548457,-480.99261375192435,2960.083290093952,4.615936566654188,-466.48921837265107,2985.739598364884,4.63295781039957,1154.2668786219979,925.2672884216902,0.920148748107374
-323.6649264042149,3019.076679392382,4.834572418811868,-447.864243651448,2960.0532823739045,4.61904730585526,-409.0829731693175,2980.998606466309,4.633611103743013,1146.85466717081,918.6494341677051,0.8741354329409833
-265.5704848867093,3015.3443177532417,4.729683276283117,-331.58116364191545,2956.068028876988,4.621223081322356,-351.0986422914102,2978.1754048190105,4.63532924507463,1120.9164292052947,913.3456765965846,0.8186757434614877
-200.79551653075455,3010.492650966679,4.811761272519291,-294.7642559786509,2955.124528648449,4.624433662062026,-291.9192583174299,2973.0800568073364,4.6347743048317716,1138.4273781349316,889.929756176577,0.7742862402774563
-139.63317349753973,3005.862654262985,4.844338053295474,-256.3714243825241,2954.1787051020424,4.625806003649885,-234.36409100275932,2967.7866516611602,4.634260075093356,1144.0665498144458,893.8507248092516,0.7585635040494789
-82.4639035546555,3001.2397353674614,4.706472303738668,-147.5595982151566,2950.9534658408143,4.629029201325637,-176.04489859478417,2963.226594703653,4.634575434324995,1138.9576405541109,912.3235897751542,0.7465595066944808
-18.609622426565135,2995.7157101886182,4.814692503432453,-112.93395123469432,2947.9233735382472,4.629076885563603,-119.15586658342227,2957.8765468330166,4.633950074449735,1135.4687844478851,927.2872106040842,0.7163849592024354
41.7678705045152,2991.02264199798,4.821869320139965,-72.32761581183726,2943.8292321780327,4.628898171468338,-61.45127799666216,2952.621747547789,4.633224914537032,1133.1615907143046,943.5585738370169,0.7051401342658816
102.47282903687366,2986.6285219168894,4.837785988822862,38.31028121497169,2941.4449542946363,4.631401182125315,-3.3443967278089985,2946.610862625672,4.632268159516352,1132.7841024030786,970.8445739014152,0.7050000738242947
160.1199639317454,2982.5603580322013,4.717265964937992,70.45770287500375,2935.426625144469,4.628787760865132,54.83433949730579,2941.398661191569,4.631822123105848,1139.352378992775,990.2417937733732,0.6925284758676642
177.28720914214148,2962.6995262788823,3.2128660492626535,77.6041919435137,2934.891580149368,3.0467355956128634,56.98218684386302,2943.4669564153173,3.008233605156175,1238.4370885588992,1071.2245361497417,2.569649076246349
176.5780334580068,2901.5180493719886,3.226216678533145,67.99026006323663,2889.8947595607933,3.048110969185557,49.61126742029046,2884.7622125406833,3.025574011930114,1248.934322844975,1110.0095695854998,2.4867462453499316
174.85369378118318,2842.8481088132307,3.181890847989139,57.52173874903936,2842.9968255264052,3.0520743943750737,44.739686787514074,2825.605658200955,3.043975423969618,1261.044808508645,1105.6623510052652,2.3418345283194366
172.73306739315254,2779.8407872322773,3.19277993864315,62.68619793654449,2751.138364275626,3.058567897156787,40.94464478027885,2767.1780542731985,3.058756838601087,1290.1355214402258,1122.6406554297614,2.2227280753328857
171.0569492526764,2714.9457829171224,3.205617231273769,59.65593582386919,2705.420624898871,3.060651613654409,37.59835142893871,2707.7668287820334,3.06824572871431,1304.543120831395,1156.0097042453374,2.1464002372378523
168.65883077729546,2654.5188933079276,3.164354349773064,54.574640461874964,2654.155559538437,3.062940897303218,35.02402802808456,2648.526480154951,3.0723218414791162,1328.917547491929,1189.0844517744852,1.9923252432507825
166.08207146468067,2593.4542382407976,3.1555301623212033,60.759217093568495,2563.4652753022197,3.0692513367743586,31.757170477855652,2589.9656535618124,3.076605408863543,1326.8987797322106,1186.8387953720796,1.7962293864153027
162.94645211683616,2532.284811069645,3.1463548753525825,54.04969831333628,2523.5709655199767,3.072253546511917,29.335019452418237,2530.792917434249,3.0802860863076025,1318.515702884231,1199.4551413000959,1.6642528794436
158.7909692814391,2467.466570343852,3.26885755772674,48.28413096085867,2474.0145015860057,3.071816896750329,26.0552052842404,2470.98697657466,3.0803511464197704,1348.7647945835968,1192.6031725231285,1.6127793163533835
154.99182753884006,2407.0537543045025,3.272692369776877,41.59115604447802,2438.2693056998246,3.0687676441545144,23.275009424423843,2411.5087472014275,3.0807793251026103,1372.5220498198926,1190.0056959264832,1.5125495546926913
151.61800722711504,2349.018841808605,3.169887980900741,51.626917108395844,2338.305348616271,3.07932905623346,20.50200058576729,2351.129408408119,3.0831166533309866,1365.2471254917111,1192.2278109775984,1.4153536012098598
148.47252814516267,2283.436162663523,3.2191603722167583,49.05821245802911,2286.1988568700576,3.0813085042050052,18.54739564764168,2290.701661520332,3.085358741476816,1390.4256062987592,1196.3669813059898,1.379439989277151
144.62223062103925,2224.047823647724,3.1979615614972783,44.691495227082406,2241.2325203652013,3.083036593099321,17.959018081473914,2230.454628003192,3.0883544482746315,1404.5139140323267,1192.8897264768314,1.3399739543406242
142.38277369385702,2160.8323597998656,3.3040770355822064,55.13503133953255,2151.4528226973457,3.0885547655180474,17.163913136080282,2169.55129498753,3.0921246351270786,1402.7655283581344,1196.351961840619,1.2904636838749561
140.5975096648001,2100.1621055478886,3.2991171904801453,49.565822973687496,2101.3748408305755,3.090052935199693,14.348697257232288,2109.580588409288,3.093329154897817,1405.6564792347478,1196.339726374072,1.214233918193816
138.22126893928305,2040.393873286929,3.201425202521929,42.34270409705619,2052.2779879070595,3.0897256941692084,12.105907429267063,2050.0673985651165,3.093843387975857,1431.4736785922603,1159.065709963734,1.1699647661025259
136.31667962724651,1977.2986121578724,3.3044622644276256,55.62116720955769,1958.8411338811857,3.0935704548934426,11.130337748972579,1990.1888332805656,3.0955382168522756,1451.9709805392965,1166.0726843107038,1.1387648223298157
129.82001757434656,1920.7843358777213,3.189286855322918,48.61327519336687,1917.79150259616,3.0956930601205257,9.638948663303381,1929.8996322797584,3.097178913602598,1455.4867271147257,1171.127582601813,1.1193127598528516
129.62075771738438,1856.0991283867688,3.2140724424705427,-47.364608292146706,1882.681831957779,3.073611255650433,9.725920914447215,1869.5648513456936,3.09986337585058,1449.497177123594,1173.3987220618374,1.0564174749897333
128.31408905822022,1793.5833370568296,3.1946167611506198,-48.75989786473685,1843.3173993110051,3.077852713357103,9.021169282745177,1811.123032752309,3.1021333946656067,1455.3344126230315,1163.6556547163254,1.0221699542545917
127.28610497955589,1731.673269406845,3.214551004945693,47.266827284508025,1736.208749451967,3.1018285177531792,6.9075113968929145,1752.4458878283613,3.103529262875747,1460.1201903348735,1194.8089015572943,1.0111498991311472
126.2751477823967,1670.3482935757288,3.2005033836287806,-47.75662300342054,1701.7100430112716,3.0824909972637116,5.545082510799148,1693.3986993597873,3.104925661627562,1448.3114534848658,1188.3813110307215,0.9758420376160298
124.40646183967466,1605.0740847329143,3.3141576959989374,-48.69354282880729,1654.035536822058,3.084356385335385,3.6421471383064272,1634.4473662921528,3.104947162777682,1434.061783987497,1211.826651662518,0.9438627410388166
123.11453681449744,1547.1185000192822,3.205435859896726,43.79983723458745,1553.2916200242569,3.1025675161260007,1.82291650228035,1575.0595208610112,3.1052874288131638,1469.3692652593172,1214.695039329933,0.9461418621744595
121.33854208608605,1486.1268725697341,3.175592046275858,-49.92129012066209,1522.71159597076,3.0863975600839533,-1.3050426992817847,1514.7633823535589,3.1053135449660387,1476.2149440374135,1198.115326655416,0.9308135705745293
119.39334515619527,1424.0217255617608,3.1893386759022797,-50.446632357493066,1468.5717074989525,3.0880857537838486,-2.7110147400335336,1454.6543182385976,3.106130178745379,1479.8466904147238,1165.2814656735902,0.9055225403077921
116.75169378490344,1361.9924421808785,3.1740033979669136,-53.45170243917213,1433.141819523652,3.0879146796307135,-4.948660700244545,1395.4492025244926,3.105675769146037,1485.925678202106,1114.910948532088,0.889115509428099
113.91670898998512,1300.9925096831507,3.1507053345780998,-51.93539683799042,1339.3058238882488,3.090056515475506,-7.425837625539771,1336.3403313677481,3.1061274357257687,1476.196408134041,1087.7159140551446,0.8500206486423288
110.15998831443385,1237.9938006324833,3.1961796368311113,-51.919781646061374,1287.5499073354451,3.0915665648187853,-11.343431529000554,1277.465338314776,3.10581512762413,1501.1810175394853,1038.8492266246853,0.8365643319795734
106.25497044786908,1178.5811130424577,3.159336871500395,-53.564067470105435,1241.288747734568,3.0932335235969526,-14.716700396560555,1218.2203259793023,3.1050940009186516,1505.5328577200617,1001.8098949737722,0.8299820833782685
101.71681654515874,1115.7315494084419,3.1556069869592753,-51.609743330771224,1154.4261916447729,3.093520961142222,-17.713839820662997,1159.168841294626,3.1056179046175645,1518.1529847154084,1007.2645297592184,0.7987315617246301
96.44811317031869,1053.4366962128227,3.13600470222534,-54.3667935441841,1105.9642771718313,3.093934754809558,-21.99414493049835,1099.9687023459446,3.104479816263697,1513.4531134387985,997.4229510223533,0.7862365110045054
89.9980898410055,988.4525811324526,3.227087948845616,-57.080614382213135,1054.5155987360263,3.094402669228564,-26.804871064029612,1041.5583155406148,3.103101912951167,1503.9455427621256,992.3937913920619,0.7822726463145755
83.85702510360152,930.28910764916,3.1368413272458238,-51.66242284865983,964.4401211973699,3.0976699725232457,-31.238791951936946,983.0019257068107,3.1009779549667837,1498.7341027662555,991.4551174995119,0.7753494236070042
78.33069091738443,871.800776215885,3.118029316055292,-60.89911970899781,927.2780092019315,3.0916751540862637,-36.193040887168536,924.0125756782709,3.1001158535657543,1503.4966337464944,988.9080509386104,0.7716860082870187
71.60524591242566,806.7175480346541,3.2176000647580727,-63.02415667336679,871.5823404825231,3.0919280825953126,-41.86339784806023,865.8624157997156,3.098658414891724,1488.7040428030582,986.2265898163583,0.7555214686492313
65.30897437523129,749.31807023028,3.1157453348494815,-70.8933491564523,831.9316338208189,3.090265977623518,-47.3049895100371,807.9043294516459,3.0970857231943665,1470.0572843122384,984.2510984975667,0.7522630888807903
59.453510720445266,690.0689037328136,3.1135617411940446,-67.31742070600048,745.2661275424883,3.090511495814363,-52.396345348453906,750.0691318512745,3.09656464681008,1463.9904867652333,970.3961052017321,0.7316594926244502
52.42267130818677,625.0009349573281,3.212213055368508,-72.19822372910899,693.1994987878696,3.090177623354263,-57.700896320746324,692.0550951542746,3.0953060771114416,1482.2819192913394,963.0888259015544,0.7281941449450623
45.84587909391742,568.0347509392561,3.098871968996452,-77.75817463567556,646.0123817657071,3.08959483780072,-62.16051251088811,633.5066094921767,3.0949153798331337,1486.4454179370287,966.3325624266799,0.730339584485564
38.38782222482197,504.4781904092569,3.212033060450019,-72.42666280346191,559.927650655861,3.0907507861220407,-65.85519694505274,574.325183390768,3.0939353401281893,1483.9440875528833,958.1779081463444,0.7228307812301882
31.675697252550794,443.6358232492677,3.224716797621416,-81.80074671696339,515.0453932179212,3.089746982411337,-70.26775204890191,516.3860546868045,3.0929831291755034,1486.7209193624626,952.468602390174,0.7188750128314845
24.916390152232964,382.7082048436606,3.2286758938523206,-84.61677989371732,462.30193227838146,3.0899997102875303,-74.69441623917191,458.48661221651037,3.0923218496775973,1510.785992952061,944.4737714744344,0.714238542542945
18.135443557891282,321.84715542188604,3.227877576186365,-96.55365048577185,428.19572433186795,3.087708725190606,-78.95399697743278,400.66534567353847,3.0914640123311075,1459.2413750979067,908.042481205966,0.6932873810746577
11.331603782319608,260.977089643654,3.2267621626928804,-90.4663606777083,337.6279246851453,3.0887041831691566,-84.92536735622298,342.14466900929165,3.0896495964738167,1454.7766730929006,906.1226628349369,0.6879484724891951
4.497710698156808,200.10849694804295,3.22641872069282,-94.06991730411775,283.6181504969623,3.087425962626868,-89.08987335519168,283.287673042948,3.0888935273487315,1452.2014695865232,910.4683660216622,0.6877689356482437
-2.363352877100972,139.24334874288832,3.225926461196373,-100.2937730910529,239.50784593073664,3.0873737292061834,-92.93485261863862,224.84366948908155,3.088419932138029,1453.749753580464,917.9520433401118,0.6790742051999106
-9.252266609582128,78.38156763641811,3.225466021595962,-96.46644235054042,154.93373700103638,3.087858752773307,-97.70204774711601,164.6807654404265,3.0874132840541435,1467.8385668120566,925.9361233747567,0.6769488270254397
-16.168916014157823,17.523189499195038,3.224998077169827,-103.50309993111402,103.40652026304521,3.08589046539658,-103.48116250757357,105.14082474398037,3.086240871824907,1463.6279067190285,932.2645530081819,0.6604536650646661
-23.11335849448867,-43.33177545280056,3.224531039525921,-107.43776333477575,53.083525793976115,3.086256463101729,-107.74446322145559,46.11820473542866,3.0855738756087443,1449.149758512022,934.8532651024949,0.6539190083512272
-30.08561872489039,-104.18330874894392,3.22406274946069,-100.872007572011,-35.027422651423876,3.0862808105561768,-112.70705972472388,-13.217131944923494,3.0847235178828734,1469.1925664795863,937.5170637435658,0.6478200902147551
-51.19603317952699,-114.70936046952927,1.5020545978906643,-103.11130930174757,-38.30505300311303,1.472114243768242,-108.58073586067849,-12.97955893627477,1.430507477799244,1545.4396957941,1076.7303157915294,2.7889909029460984
-111.27516398261055,-111.846172129777,1.5700253182783728,-128.6508841120441,-35.80702030366488,1.4749782155482305,-165.1060655512092,-5.509065463047591,1.434007640676156,1577.8024666737033,1126.833530683481,2.738668529283583
-172.70512617444282,-107.60759685904853,1.5879944023622858,-264.75740669361596,45.471463361893754,1.3299393628287135,-221.61840741048763,1.410932937978032,1.441830186462246,1614.222005172295,1195.9536711783037,2.6559893849509595
-238.19756816524682,-102.13252825511512,1.6691133776932454,-293.8922842049343,38.09196574589635,1.473059664723438,-277.5235639459138,7.166385353807527,1.4472801744709092,1708.7527234722459,1305.816969210789,2.617485391635759
-299.3878509898826,-97.45643962502345,1.6758180198217958,-324.6376290326722,37.40428278433958,1.4695680645503588,-332.4807617268202,12.584548431834264,1.45199906639368,1778.6763433143162,1406.4157249714933,2.5788707482205284
-356.07725679514164,-93.10238109727162,1.5568166227102882,-446.4260362131808,41.84699373006806,1.4673875810684023,-387.21667778898654,18.99825335669084,1.454423897515745,1774.6585753403724,1462.9047255357816,2.464915691805033
